Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Views (future),Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"386197869537",Paparazzi Silver Tone Necklace With Silver Heart And A Pink Cat Eye Glass Center,,Paparazzi Silver Tone Necklace With Silver Heart A,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","0","","Oct-13-23 18:43:31 PDT","Aug-13-24 18:43:31 PDT","Jewelry Sets","50692","","","New with tags","","","","","","US","","",""
"386197878645",Chunky & Heavy Thick Multi Color Beaded Tribal Necklace W/ Bracelet Fashion Set,,Chunky & Heavy Thick Multi Color Beaded Tribal Nec,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","0","","Oct-13-23 18:54:14 PDT","Aug-13-24 18:54:14 PDT","Jewelry Sets","50692","","","Pre-owned","","","","","","US","","",""
"386197886580",New Sophia And Kate Collection Multicolor Acrylic Crystal Bib Necklace Half...,,New Sophia And Kate Collection Multicolor Acrylic,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","0","","Oct-13-23 19:01:56 PDT","Aug-13-24 19:01:56 PDT","Necklaces & Pendants","155101","","","New with tags","","","","","","US","","",""
"386197935584",Black Shiny Glitter Bracelet For Fashion Bangel Unbranded ,,Black Shiny Glitter Bracelet For Fashion Bangel Un,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","1","","Oct-13-23 19:30:29 PDT","Aug-13-24 19:30:29 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386197943247",Chain Link Half Gold Tone And White And Pink Enamel Pair Of Fashion Statement...,,Chain Link Half Gold Tone And White And Pink Ename,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","0","","Oct-13-23 19:36:29 PDT","Aug-13-24 19:36:29 PDT","Bracelets & Charms","262003","","","Pre-owned","","","","","","US","","",""
"386200064397",Silver Tone Fashion Clamp Bracelet,,Silver Tone Fashion Clamp Bracelet,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","4","","Oct-14-23 17:47:27 PDT","Aug-14-24 17:47:27 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386200155882",Leather Bracelet With Helm Steering Wheel Metal Design And A Tension Clasp,,Leather Bracelet With Helm Steering Wheel Metal De,"1","FIXED_PRICE","USD",6.95,,,6.95,"0","","0","","Oct-14-23 18:19:02 PDT","Aug-14-24 18:19:02 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386200181276",Black String Wrap Fashion Bracelet With Acrylic Color Stone Bow Design In Black ,,Black String Wrap Fashion Bracelet With Acrylic Co,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","0","","Oct-14-23 18:40:49 PDT","Aug-14-24 18:40:49 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386206787501",holiday barlow brooch Poinsettia Basket ,,holiday barlow brooch Poinsettia Basket,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","4","","Oct-17-23 13:57:14 PDT","Jul-17-24 13:57:14 PDT","Brooches & Pins","262004","","","Pre-owned","","","","","","US","","",""
"386338053845","Sugarfix Red Green Pink Tassel Necklace 28"" to 30""In Blue Marble Bead Gold Tone",,"Sugarfix Red Green Pink Tassel Necklace 28"" to 30""","1","FIXED_PRICE","USD",9.95,,,9.95,"0","","2","","Dec-01-23 17:43:03 PST","Aug-01-24 17:43:03 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386356777596",Nike Air Force One “Triple White” Size 15 Men’s Leather Basketball Shoes,,Nike Air Force One “Triple White” Size 15 Men’s Le,"1","FIXED_PRICE","USD",39.95,,,39.95,"0","","0","","Dec-04-23 11:15:40 PST","Aug-04-24 11:15:40 PDT","Athletic Shoes","15709","","","Pre-owned","","","","","","US","","",""
"386356869031",Far Cry 5 - PlayStation 4 Standard Edition - Rated M,,Far Cry 5 - PlayStation 4 Standard Edition - Rated,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","0","","Dec-04-23 11:38:44 PST","Aug-04-24 11:38:44 PDT","Video Games","139973","","","Like New","","","","","6027052356","US","0887256028824","",""
"386357083696","Game Cases Only - Nintendo Switch, Xbox One",,"Game Cases Only - Nintendo Switch, Xbox One","1","FIXED_PRICE","USD",14.99,,,14.99,"0","","","","Dec-04-23 12:25:30 PST","Aug-04-24 12:25:30 PDT","Original Game Cases & Boxes","182175","","","Like New","","","","","","US","","",""
"386357159161",Jewels by Park Lane Genuine BRITE Seashell & Faux Pearl Necklace & Earrings Set,,Jewels by Park Lane Genuine BRITE Seashell & Faux,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","3","","Dec-04-23 12:39:48 PST","Aug-04-24 12:39:48 PDT","Jewelry Sets","50692","","","Pre-owned","","","","","","US","","",""
"386357313095",H&M Pink Bubble Lucite Fashion And Statement Necklace,,H&M Pink Bubble Lucite Fashion And Statement Neckl,"0","FIXED_PRICE","USD",9.95,,,9.95,"1","","8","","Dec-04-23 13:10:23 PST","Aug-04-24 13:10:23 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386365688502",Gold Tone Fashion Necklace With White And Brown Faux Stone Stamped (NY) 13”,,Gold Tone Fashion Necklace With White And Brown Fa,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-05-23 17:07:53 PST","Aug-05-24 17:07:53 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386365774153",Blossom Beaded Long Vintage Fashion Choker Necklace Rainbow Colors 24” Inch,,Blossom Beaded Long Vintage Fashion Choker Necklac,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","1","","Dec-05-23 17:20:51 PST","Aug-05-24 17:20:51 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386365792872",Coldwater Creek Blue Acrylic Fashion And Statement Necklace 19”,,Coldwater Creek Blue Acrylic Fashion And Statement,"1","FIXED_PRICE","USD",12.4,,,12.4,"0","","1","","Dec-05-23 17:30:22 PST","Aug-05-24 17:30:22 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386366125394",Vintage Art Glass Lucite MOP Bead Necklace Coral Pink Smokey Fall Beachy Tones,,Vintage Art Glass Lucite MOP Bead Necklace Coral P,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","0","","Dec-05-23 18:32:23 PST","Aug-05-24 18:32:23 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386366191332",Robert Rose Vintage Layered Wood Statement Necklace With Silver Tone Pendant 11”,,Robert Rose Vintage Layered Wood Statement Necklac,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","1","","Dec-05-23 18:42:41 PST","Aug-05-24 18:42:41 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386366242785",Black String Cord Fashion Necklace With Silver Tone Hearts On Ring 15”,,Black String Cord Fashion Necklace With Silver Ton,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","4","","Dec-05-23 18:50:14 PST","Aug-05-24 18:50:14 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386366268323",Peach Off-white Acrylic Turquoise Chunky Bubble Vintage Fashion Necklace 11”,,Peach Off-white Acrylic Turquoise Chunky Bubble Vi,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","2","","Dec-05-23 18:58:59 PST","Aug-05-24 18:58:59 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386366343625",Silver Tone Chain With Red Acrylic Stone Pendant 10”,,Silver Tone Chain With Red Acrylic Stone Pendant 1,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","","","Dec-05-23 19:06:21 PST","Aug-05-24 19:06:21 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386366509174",Gold Tone Chunky Chain Link Vintage Choker Chain 8” Inch,,Gold Tone Chunky Chain Link Vintage Choker Chain 8,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","1","","Dec-05-23 19:37:08 PST","Aug-05-24 19:37:08 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386366768812",Rainbow Color Flower Pendant With silver tone Chain stamped (PC) 11-10-9” Inch,,Rainbow Color Flower Pendant With silver tone Chai,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-05-23 20:16:58 PST","Aug-05-24 20:16:58 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386373604914",Pink Leather Cat Or Small Dog Collar With White And Pink Rhinestone Bow 15” Inch,,Pink Leather Cat Or Small Dog Collar With White An,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","","","Dec-06-23 18:35:09 PST","Aug-06-24 18:35:09 PDT","Collars & Tags","66763","","","Used","","","","","","US","","",""
"386373682904",Gold Tone Serpentine chain Fashion Necklace with Gold Tone beads and Faux pearls,,Gold Tone Serpentine chain Fashion Necklace with G,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-06-23 18:49:44 PST","Aug-06-24 18:49:44 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386373702185",Wonder Nation Best Friends Pink Blue Yellow And Gold Horn Unicorn 2 Piece Set,,Wonder Nation Best Friends Pink Blue Yellow And Go,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","","","Dec-06-23 19:00:10 PST","Aug-06-24 19:00:10 PDT","Necklaces & Pendants","84607","","","New with tags","","","","","","US","","",""
"386374133830",Gold Tone Cylinder Bead Choker Necklace 6” And 1/2” Inch,,Gold Tone Cylinder Bead Choker Necklace 6” And 1/2,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-06-23 20:30:24 PST","Aug-06-24 20:30:24 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386374185392",Black Bead Necklace With Gold Tone Beads And 2 Black And Gold Tone Bead Bracelet,,Black Bead Necklace With Gold Tone Beads And 2 Bla,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","0","","Dec-06-23 20:39:29 PST","Aug-06-24 20:39:29 PDT","Necklaces & Pendants","155101","","","New without tags","","","","","","US","","",""
"386374399515",Gold Tone Necklace With Two Faux Pearls And Multi Strands 9” Inch,,Gold Tone Necklace With Two Faux Pearls And Multi,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","","","Dec-06-23 21:25:27 PST","Aug-06-24 21:25:27 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386386336655",Time And Tru Maroon Red Cord Necklace With Maroon Glass Bead And Chain Pendant,,Time And Tru Maroon Red Cord Necklace With Maroon,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","1","","Dec-08-23 12:02:21 PST","Aug-08-24 12:02:21 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386386380267",Time And Tru Lime Green Multi Strand Cord Necklace With Green Glass Bead Pendant,,Time And Tru Lime Green Multi Strand Cord Necklace,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","1","","Dec-08-23 12:08:35 PST","Aug-08-24 12:08:35 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386386811161",NAPIER Purple And Multi-Color Faux Gem Drop Pair Of Designer Earrings 2” Inch,,NAPIER Purple And Multi-Color Faux Gem Drop Pair O,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","0","","Dec-08-23 13:36:39 PST","Aug-08-24 13:36:39 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386386901310",C&C California GoldTone Shell Designer Pair Of Lobe Fashion Earrings Women’s,,C&C California GoldTone Shell Designer Pair Of Lob,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-08-23 13:57:32 PST","Aug-08-24 13:57:32 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386387158994",NAPIER Gold Tone Swirl “Sugg R” Pair Of Clip On Designer Stud Earrings 1” Inch,,NAPIER Gold Tone Swirl “Sugg R” Pair Of Clip On De,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","1","","Dec-08-23 14:49:53 PST","Aug-08-24 14:49:53 PDT","Earrings","262008","","","New with tags","","","","","","US","","",""
"386387174337",Franco Gia Faux Crystal Drop Dangle Pair Of Designer Fashion Earrings 2” Inch,,Franco Gia Faux Crystal Drop Dangle Pair Of Design,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-08-23 14:56:53 PST","Aug-08-24 14:56:53 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386387244234",Natural Gemstone Statement Necklace With Black Red Orange Green And White Stones,,Natural Gemstone Statement Necklace With Black Red,"1","FIXED_PRICE","USD",49.95,,,49.95,"0","","","","Dec-08-23 15:09:45 PST","Aug-08-24 15:09:45 PDT","Necklaces & Pendants","110655","","","New without tags","","","","","","US","","",""
"386387322539",Genuine Jasper Multicolor And Other Real Natural Gemstone Beaded  Necklace 9” In,,Genuine Jasper Multicolor And Other Real Natural G,"1","FIXED_PRICE","USD",49.95,,,49.95,"0","","0","","Dec-08-23 15:30:44 PST","Aug-08-24 15:30:44 PDT","Necklaces & Pendants","110655","","","Pre-owned","","","","","","US","","",""
"386387375697",Gold Tone Textured Chain With Cubic Zirconia Gemstone Stamped/Faux Gold,,Gold Tone Textured Chain With Cubic Zirconia Gemst,"1","FIXED_PRICE","USD",29.95,,,29.95,"0","","","","Dec-08-23 15:40:33 PST","Aug-08-24 15:40:33 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386387414848",Vintage Three Strand Beaded Purple Glass And Copper Fashion Necklace 8”inch,,Vintage Three Strand Beaded Purple Glass And Coppe,"1","FIXED_PRICE","USD",29.95,,,29.95,"0","","1","","Dec-08-23 15:48:11 PST","Aug-08-24 15:48:11 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386387460524",Gold Tone Purple And Blue Inlaid Enamel Clamp Bracelet With Cubic Zirconia Gems,,Gold Tone Purple And Blue Inlaid Enamel Clamp Brac,"1","FIXED_PRICE","USD",39.95,,,39.95,"0","","1","","Dec-08-23 16:03:30 PST","Aug-08-24 16:03:30 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386387574755",Winnity “Fill Me In” Semi-Precious Stone Multicolor Pair Of Designer Earrings,,Winnity “Fill Me In” Semi-Precious Stone Multicolo,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Dec-08-23 16:17:49 PST","Aug-08-24 16:17:49 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386387636273",Vintage Red Blue And Green Acrylic Stones With Cubic Zirconia Gems 5”inch,,Vintage Red Blue And Green Acrylic Stones With Cub,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Dec-08-23 16:26:03 PST","Aug-08-24 16:26:03 PDT","Bracelets & Charms","262003","","","Pre-owned","","","","","","US","","",""
"386387707259","Sterling Silver Shooting Star,Graduated,Flower & Solitary Cubic Zirconia Earring",,"Sterling Silver Shooting Star,Graduated,Flower & S","1","FIXED_PRICE","USD",24.95,,,24.95,"0","","1","","Dec-08-23 16:37:02 PST","Aug-08-24 16:37:02 PDT","Earrings","261990","","","New with tags","","","","","","US","","",""
"386387785059",Sterling Silver Etched Designer Pendant With Silver Chain And Cubic Zirconia Gem,,Sterling Silver Etched Designer Pendant With Silve,"1","FIXED_PRICE","USD",29.95,,,29.95,"0","","3","","Dec-08-23 16:48:25 PST","Aug-08-24 16:48:25 PDT","Necklaces & Pendants","261993","","","Pre-owned","","","","","","US","","",""
"386389344562",Genuine Beaded Stone Statement Choker Necklace With Multicolor Acrylic Stones ,,Genuine Beaded Stone Statement Choker Necklace Wit,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","","","Dec-08-23 21:48:40 PST","Aug-08-24 21:48:40 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386389666230",DKR Three Strand With Glass Bead Brass Handmade Designer Necklace 16” Inch,,DKR Three Strand With Glass Bead Brass Handmade De,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-08-23 22:55:45 PST","Aug-08-24 22:55:45 PDT","Necklaces & Pendants","110655","","","Pre-owned","","","","","","US","","",""
"386389723620",RAIN Gold Tone With Black Long Bead Pair Of Designer Stud And Drop Earrings,,RAIN Gold Tone With Black Long Bead Pair Of Design,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-08-23 23:05:56 PST","Aug-08-24 23:05:56 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386393544921",ALDO Unique Beaded Fashion Bib Necklace With Real Genuine Shell And Agate Stone,,ALDO Unique Beaded Fashion Bib Necklace With Real,"1","FIXED_PRICE","USD",29.95,,,29.95,"0","","5","","Dec-09-23 12:28:55 PST","Aug-09-24 12:28:55 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386393582907",Three Strand Beaded Fashion Necklace With Cream Color And Texture Beige Beads ,,Three Strand Beaded Fashion Necklace With Cream Co,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-09-23 12:36:38 PST","Aug-09-24 12:36:38 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386393658553",SAFI Black & Gold Tone Multi Strand Beaded Vintage Statement & Fashion Necklace,,SAFI Black & Gold Tone Multi Strand Beaded Vintage,"1","FIXED_PRICE","USD",24.95,,,24.95,"0","","1","","Dec-09-23 12:48:06 PST","Aug-09-24 12:48:06 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386393683721",Two Strand Lucite Multicolor Beaded Fashion Necklace With Gold Tone Beads,,Two Strand Lucite Multicolor Beaded Fashion Neckla,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","1","","Dec-09-23 12:55:18 PST","Aug-09-24 12:55:18 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386393925203","Gold, Rose Gold, And Silver Tone Weaved Chain Statement Necklace Unique 7”inch",,"Gold, Rose Gold, And Silver Tone Weaved Chain Stat","1","FIXED_PRICE","USD",14.95,,,14.95,"0","","4","","Dec-09-23 13:42:17 PST","Aug-09-24 13:42:17 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386394003969",Genuine Austrian Crystal Fashion Necklace With Gold Tone Beaded Earrings Set,,Genuine Austrian Crystal Fashion Necklace With Gol,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","0","","Dec-09-23 13:59:37 PST","Aug-09-24 13:59:37 PDT","Jewelry Sets","50692","","","New with tags","","","","","","US","","",""
"386394097781",Chain With Beautiful Hand Painted Flower Pendant And Cubic Zirconia Gem,,Chain With Beautiful Hand Painted Flower Pendant A,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","1","","Dec-09-23 14:14:52 PST","Aug-09-24 14:14:52 PDT","Necklaces & Pendants","110655","","","Pre-owned","","","","","","US","","",""
"386395152566",Freshwater Pearl Blue And White With Real Sea Shell Fashion Bracelet 8”inch,,Freshwater Pearl Blue And White With Real Sea Shel,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","2","","Dec-09-23 17:45:52 PST","Aug-09-24 17:45:52 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386395298438",NY Stamped Gold Tone Long Designer Fashion Chain With Gold Tone Rings 18” Inch,,NY Stamped Gold Tone Long Designer Fashion Chain W,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-09-23 18:12:43 PST","Aug-09-24 18:12:43 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386395347054",Vintage Black Acrylic Stone 6 Flower Fashion Necklace With Cubic Zirconia 9”inch,,Vintage Black Acrylic Stone 6 Flower Fashion Neckl,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","0","","Dec-09-23 18:21:11 PST","Aug-09-24 18:21:11 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386395381640",NY Stamped Two Strand Multicolor Blue Lucite Fashion Designer Necklace 19”Inch,,NY Stamped Two Strand Multicolor Blue Lucite Fashi,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-09-23 18:33:34 PST","Aug-09-24 18:33:34 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386395438314",Gold Tone Chain With Gold Tone And Shiny Textured Pendant Bib Designer Necklace,,Gold Tone Chain With Gold Tone And Shiny Textured,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-09-23 18:44:03 PST","Aug-09-24 18:44:03 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386395660418",Charming Charlie Silver Chain With Three Watermelon Chameleon Color Pendant 11”,,Charming Charlie Silver Chain With Three Watermelo,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","0","","Dec-09-23 19:22:40 PST","Aug-09-24 19:22:40 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386395700559",Cream And Red Cream Vintage Fashion Egyptian Designer Bib Necklace 10” Inch,,Cream And Red Cream Vintage Fashion Egyptian Desig,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","0","","Dec-09-23 19:35:43 PST","Aug-09-24 19:35:43 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386395803951",Handmade Red & Blue Beaded Necklace With Copper Slab Pendant And Multicolor Gems,,Handmade Red & Blue Beaded Necklace With Copper Sl,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","","","Dec-09-23 19:58:39 PST","Aug-09-24 19:58:39 PDT","Necklaces & Pendants","110655","","","Pre-owned","","","","","","US","","",""
"386395921958",Time And Tru Multi Strand Wood And Acrylic Beaded Designer Fashion Necklace,,Time And Tru Multi Strand Wood And Acrylic Beaded,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-09-23 20:18:33 PST","Aug-09-24 20:18:33 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386396129314",Vintage Maroon Red Double Strand Beaded Lucite Designer Fashion Necklace 8”inch,,Vintage Maroon Red Double Strand Beaded Lucite Des,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","0","","Dec-09-23 21:06:56 PST","Aug-09-24 21:06:56 PDT","Necklaces & Pendants","262013","","","Pre-owned","","","","","","US","","",""
"386396182485",Silver And Black Acrylic Beaded Lanyard And Keychain 18” Inch,,Silver And Black Acrylic Beaded Lanyard And Keycha,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-09-23 21:15:19 PST","Aug-09-24 21:15:19 PDT","Key Chains, Rings & Finders","45237","","","Pre-owned","","","","","","US","","",""
"386396352855",Multi Strand Beaded Black And Gold Bead Designer Necklace 8” Inch,,Multi Strand Beaded Black And Gold Bead Designer N,"1","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Dec-09-23 21:51:36 PST","Aug-09-24 21:51:36 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386396550650",Sterling Silver 925 Key Pendant With Genuine Diamonds On Silver Chain 9” Inch,,Sterling Silver 925 Key Pendant With Genuine Diamo,"1","FIXED_PRICE","USD",59.95,,,59.95,"0","","1","","Dec-09-23 22:34:20 PST","Aug-09-24 22:34:20 PDT","Necklaces & Pendants","155101","","","Pre-owned","","","","","","US","","",""
"386401140714","Poke-A-Dot Dark Blue And Blue,Yellow,Orange, And Red Size L/XL Compression Sock",,"Poke-A-Dot Dark Blue And Blue,Yellow,Orange, And R","1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 13:31:26 PST","Aug-10-24 13:31:26 PDT","Compression Garments","182133","","","New","","","","","","US","","",""
"386401424548",New Multicolor Rainbow Striped Closed Toe Compression Socks Size L/XL,,New Multicolor Rainbow Striped Closed Toe Compress,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","1","","Dec-10-23 14:30:23 PST","Aug-10-24 14:30:23 PDT","Compression Garments","182133","","","New","","","","","","US","","",""
"386401466763","Plaid Dark Blue, Green And Red W/ White Lines Health Compression Socks Size L/XL",,"Plaid Dark Blue, Green And Red W/ White Lines Heal","1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 14:38:14 PST","Aug-10-24 14:38:14 PDT","Compression Garments","182133","","","New","","","","","","US","","",""
"386401538544","Pink,Orange, And Light Pink On Grey Background Compression Socks Size L/XL",,"Pink,Orange, And Light Pink On Grey Background Com","1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 14:49:30 PST","Aug-10-24 14:49:30 PDT","Compression Garments","182133","","","New","","","","","","US","","",""
"386401596585",AEROPOSTALE Silver Tone Chain With Beads Faux Crystal And Tassel Pendant New ,,AEROPOSTALE Silver Tone Chain With Beads Faux Crys,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 15:03:45 PST","Aug-10-24 15:03:45 PDT","Necklaces & Pendants","155101","","","New with tags","","","","","","US","","",""
"386401643809",Gold Tone Fashion Jewelry Pair Of Designer Drop Earrings With Faux Pearls 4” In,,Gold Tone Fashion Jewelry Pair Of Designer Drop Ea,"0","FIXED_PRICE","USD",9.95,,,9.95,"1","","1","","Dec-10-23 15:09:26 PST","Aug-10-24 15:09:26 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386401702510",Kohls Sterling Silver Double Strand Drop Stud Earrings Pair 925 2 And 1/2 Inches,,Kohls Sterling Silver Double Strand Drop Stud Earr,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 15:19:04 PST","Aug-10-24 15:19:04 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386401746351",Lot Of Silver And Gold Tone Small To Large Designer Hoop Earrings Pairs S/M/L,,Lot Of Silver And Gold Tone Small To Large Designe,"1","FIXED_PRICE","USD",24.95,,,24.95,"0","","0","","Dec-10-23 15:31:25 PST","Aug-10-24 15:31:25 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386401792568",Jessica McClintock Rhinestone And Faux Pearl 6 Pairs Of Designer Earrings ,,Jessica McClintock Rhinestone And Faux Pearl 6 Pai,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","0","","Dec-10-23 15:38:23 PST","Aug-10-24 15:38:23 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386401845830",Universal Thread Goods CO. Semi Precious Nickle Free Earrings Gold & Silver Tone,,Universal Thread Goods CO. Semi Precious Nickle Fr,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 15:45:48 PST","Aug-10-24 15:45:48 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386401891888",I AM Gold Tone Designer Drop Pair Of Earrings 2”inch,,I AM Gold Tone Designer Drop Pair Of Earrings 2”in,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 15:54:00 PST","Aug-10-24 15:54:00 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
"386401900611",Claire’s Silver Tone Three Strand Drop Designer Pair Of Earrings 3”inch,,Claire’s Silver Tone Three Strand Drop Designer Pa,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Dec-10-23 15:59:25 PST","Aug-10-24 15:59:25 PDT","Earrings","50647","","","New with tags","","","","","","US","","",""
