Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Views (future),Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"386870998205",Charming Charlie Eight (8) Pairs Of Designer Fashion Earrings Different Styles,,Charming Charlie Eight (8) Pairs Of Designer Fashi,"1","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Mar-19-24 20:12:51 PDT","Jul-19-24 20:12:51 PDT","Earrings","50647","","","New with defects","","","","","","US","","",""
"386871031153",Capri Gold Tone Leafs With Heart Shape Filled Rhinestone Design Brooche/Pinback ,,Capri Gold Tone Leafs With Heart Shape Filled Rhin,"1","FIXED_PRICE","USD",19.95,,,19.95,"0","","1","","Mar-19-24 20:21:41 PDT","Jul-19-24 20:21:41 PDT","Brooches & Pins","50677","","","Pre-owned","","","","","","US","","",""
"386871052104",Silver tone Multicolor Glass Charm Fashion Bracelet With Silver Tone Leaf Charms,,Silver tone Multicolor Glass Charm Fashion Bracele,"1","FIXED_PRICE","USD",14.95,,,14.95,"0","","","","Mar-19-24 20:30:45 PDT","Jul-19-24 20:30:45 PDT","Bracelets & Charms","261987","","","Pre-owned","","","","","","US","","",""
"386871160307","Invicta Specialty 45mm Blue Silicone Strap, Blue Stainless Steel Case Mens Watch",,"Invicta Specialty 45mm Blue Silicone Strap, Blue S","1","FIXED_PRICE","USD",79.95,,,79.95,"0","","0","","Mar-19-24 21:31:31 PDT","Jul-19-24 21:31:31 PDT","Wristwatches","31387","","","Pre-owned","","","","","22048000215","US","0886678436842","",""
"386899648478",Cuban Bangle Bracelet Fashion Trendy Men's Jewelry,Color-=Golden;Silver,CJZBLXST03676,"200","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Apr-01-24 05:22:33 PDT","Aug-01-24 05:22:33 PDT","Jewelry Sets","262000","","","New with tags","","","","","","US","Does not apply","",""
"386899648478",Cuban Bangle Bracelet Fashion Trendy Men's Jewelry,Color-=Golden,CJZBLXST03676-Golden,"100","FIXED_PRICE","USD",9.95,,,,"0",,,,"Apr-01-24 05:22:33 PDT","Aug-01-24 05:22:33 PDT","Jewelry Sets","262000","","","New with tags",,,,,"","US","Does not apply","",""
"386899648478",Cuban Bangle Bracelet Fashion Trendy Men's Jewelry,Color-=Silver,CJZBLXST03676-Silver,"100","FIXED_PRICE","USD",9.95,,,,"0",,,,"Apr-01-24 05:22:33 PDT","Aug-01-24 05:22:33 PDT","Jewelry Sets","262000","","","New with tags",,,,,"","US","Does not apply","",""
"386899706084",925 Sterling Silver Rope Chain Stamped 925 Italy Fashion Costume Necklace,Style-=1style|Size-=40cm,CJZBLXLX05455,"9","FIXED_PRICE","USD",9.95,,,9.95,"0","","","","Apr-01-24 06:02:32 PDT","Aug-01-24 06:02:32 PDT","Necklaces & Pendants","155101","","","New with tags","","","","","","US","Does not apply","",""
"386899706084",925 Sterling Silver Rope Chain Stamped 925 Italy Fashion Costume Necklace,Style-=1style|Size-=40cm,CJZBLXLX05455-1style-40cm,"9","FIXED_PRICE","USD",9.95,,,,"0",,,,"Apr-01-24 06:02:32 PDT","Aug-01-24 06:02:32 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019|Color-=Gold;Silver;Sliver,CJZBLXLX05686,"1950","FIXED_PRICE","USD",12.95,,,12.95,"0","","","","Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags","","","","","","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1980|Color-=Gold,CJZBLXLX05686-1980-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1980|Color-=Silver,CJZBLXLX05686-1980-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1981|Color-=Gold,CJZBLXLX05686-1981-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1981|Color-=Silver,CJZBLXLX05686-1981-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1982|Color-=Gold,CJZBLXLX05686-1982-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1982|Color-=Silver,CJZBLXLX05686-1982-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1983|Color-=Gold,CJZBLXLX05686-1983-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1983|Color-=Silver,CJZBLXLX05686-1983-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1984|Color-=Gold,CJZBLXLX05686-1984-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1984|Color-=Silver,CJZBLXLX05686-1984-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1985|Color-=Gold,CJZBLXLX05686-1985-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1985|Color-=Silver,CJZBLXLX05686-1985-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1986|Color-=Gold,CJZBLXLX05686-1986-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1986|Color-=Silver,CJZBLXLX05686-1986-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1987|Color-=Gold,CJZBLXLX05686-1987-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1987|Color-=Silver,CJZBLXLX05686-1987-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1988|Color-=Gold,CJZBLXLX05686-1988-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1988|Color-=Silver,CJZBLXLX05686-1988-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1989|Color-=Gold,CJZBLXLX05686-1989-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1989|Color-=Silver,CJZBLXLX05686-1989-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1990|Color-=Gold,CJZBLXLX05686-1990-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1990|Color-=Silver,CJZBLXLX05686-1990-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1991|Color-=Gold,CJZBLXLX05686-1991-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1991|Color-=Silver,CJZBLXLX05686-1991-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1992|Color-=Gold,CJZBLXLX05686-1992-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1992|Color-=Silver,CJZBLXLX05686-1992-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1993|Color-=Gold,CJZBLXLX05686-1993-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1993|Color-=Silver,CJZBLXLX05686-1993-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1994|Color-=Gold,CJZBLXLX05686-1994-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1994|Color-=Silver,CJZBLXLX05686-1994-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1995|Color-=Gold,CJZBLXLX05686-1995-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1995|Color-=Silver,CJZBLXLX05686-1995-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1996|Color-=Gold,CJZBLXLX05686-1996-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1996|Color-=Silver,CJZBLXLX05686-1996-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1997|Color-=Gold,CJZBLXLX05686-1997-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1997|Color-=Silver,CJZBLXLX05686-1997-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1998|Color-=Gold,CJZBLXLX05686-1998-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1998|Color-=Silver,CJZBLXLX05686-1998-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1999|Color-=Gold,CJZBLXLX05686-1999-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=1999|Color-=Silver,CJZBLXLX05686-1999-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2000|Color-=Gold,CJZBLXLX05686-2000-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2000|Color-=Silver,CJZBLXLX05686-2000-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2001|Color-=Gold,CJZBLXLX05686-2001-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2001|Color-=Silver,CJZBLXLX05686-2001-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2002|Color-=Gold,CJZBLXLX05686-2002-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2002|Color-=Silver,CJZBLXLX05686-2002-Silver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2003|Color-=Gold,CJZBLXLX05686-2003-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2003|Color-=Sliver,CJZBLXLX05686-2003-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2004|Color-=Sliver,CJZBLXLX05686-2004-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2005|Color-=Gold,CJZBLXLX05686-2005-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2006|Color-=Gold,CJZBLXLX05686-2006-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2006|Color-=Sliver,CJZBLXLX05686-2006-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2007|Color-=Gold,CJZBLXLX05686-2007-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2007|Color-=Sliver,CJZBLXLX05686-2007-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2008|Color-=Gold,CJZBLXLX05686-2008-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2008|Color-=Sliver,CJZBLXLX05686-2008-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2009|Color-=Gold,CJZBLXLX05686-2009-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2009|Color-=Sliver,CJZBLXLX05686-2009-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2010|Color-=Gold,CJZBLXLX05686-2010-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2010|Color-=Sliver,CJZBLXLX05686-2010-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2011|Color-=Gold,CJZBLXLX05686-2011-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2011|Color-=Sliver,CJZBLXLX05686-2011-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2012|Color-=Gold,CJZBLXLX05686-2012-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2012|Color-=Sliver,CJZBLXLX05686-2012-Sliver,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
"386899788303",Gold Tone Chain + Choose Your Birth Year Unique Font Pendant Fashion Necklace,Style-=2013|Color-=Gold,CJZBLXLX05686-2013-Gold,"25","FIXED_PRICE","USD",12.95,,,,"0",,,,"Apr-01-24 06:58:03 PDT","Aug-01-24 06:58:03 PDT","Necklaces & Pendants","155101","","","New with tags",,,,,"","US","Does not apply","",""
